Job_Title,Company,Location,Salary,Summary
Software Safety Engineer,"APT Research, Inc.",None,None,Individual will assist the government in identifying requirements for software safety certification and in the planning and execution of software testing.
SOFTWARE ENGINEER,Team Technology Inc,"Washington, DC",None,"Working knowledge of agile software development methodologies and key best practices. Develop, enhance, and maintain software using web technologies that are…"
Entry-level Software Engineer,Etiometry,"Boston, MA 02134",None,"Experience developing in an object-oriented language such as Python, C++, Java, etc. Experience with Python and common Python packaging and distribution…"
"Software Engineer Seattle, WA",Inmarsat,"Seattle, WA",None,"We are a Java, Groovy, Python, Linux and git centric development team. Object-oriented programming development with Java or equivalent."
Software Build Engineer,Apple,"Santa Clara Valley, CA 95014",None,"The role empowers build engineers to influence new feature integration into Apple software, by collaborating with engineers from Software, Hardware,…"
General Software Engineer Intern,WeRide.ai,"San Jose, CA",None,"Working with world-class experts in the field of mobility solutions and advance the state of the art in areas such as computer vision, sensor fusion, machine…"
"Software Engineer, Square Capital",Square,"New York, NY 10032 (Washington Heights area)",None,"We encourage candidates from all backgrounds to apply and always consider qualified applicants with arrest and conviction records, in accordance with the San…"
QA Automation Engineer,Prospance Inc,"San Jose, CA",None,Proficient in Java or Python is mandatory. 3 years of experience in Web Automation (Selenium or something similar). Please send me your updated resume.
Software Engineer - Back End - Payments,Poynt Co.,"Palo Alto, CA 94303",None,"Mastery of Java, server-side programming and cloud applications. Developing large scale cloud/API services, distributed systems, databases (SQL and NoSQL), Java…"
Post Production Audio Engineer,WGBH Educational Foundation,"Los Angeles, CA",None,Knowledge of video/audio equipment and computer software packages used by the Media Access Group. Ability to meet short deadlines as a member of a highly…
"Software Engineer, Server Administration",Tableau,"Kirkland, WA",None,"You understand what it takes to write software that is used by thousands or millions of people – things that are robust, scalable, and that perform well."
Robotics Software Engineer,Top Flight Technologies,None,None,Develop firmware and embedded software in C/C++ and python. Java GUI development a plus. Work side by side with a world-class technology and business leadership…
Sr. Software Engineer - ColdFusion,Clear Capital,None,None,"Disrupt the Real Estate data industry by bringing cloud based, enterprise software and data services to the market for big banks, lenders and investors."
Software Safety Engineer,"APT Research, Inc.",None,None,Individual will assist the government in identifying requirements for software safety certification and in the planning and execution of software testing.
Software Engineer,Confidential,None,None,"We have one large project that is in Go, using Google Cloud, and another project that is in PHP and also uses some Google Cloud features."
Software Engineer - Back-end Development,Tynker,None,None,Our learning platform delivers courses that teach block coding students in kindergarten to high school where they learn JavaScript and Python.
Senior Software Engineer,Blue Sages,None,None,Software Engineer Experience and Qualifications: As a Software Engineer this position is responsible for testing the design and implementation of robotics and…
Software Engineer -- Frontend,Skydera,"Palo Alto, CA 94301 (Professorville area)",None,"The JavaScript developer will be responsible for creating responsive, fluid, and maintainable interfaces by utilizing JavaScript, CSS, and HTML."
Software Engineer- Backend,Adobe,"Seattle, WA",None,Deep Understanding and proven usage of C# and the .NET framework and/or Java with C#. 5+ years of software development experience at major technology companies…
Software Engineer,Quadbase Systems,"Santa Clara, CA 95050",None,"Proficiency in Java, JSF/JSP, Java Script, AJAX, XML/HTML, TCP/IP, Sockets and/or C/C++ is required. Santa Clara, CA 95050 Tel: 275 Saratoga Ave, Suite 105."
Software Engineering Intern - Fall 2019 and Fall 2020,Lacework,"Mountain View, CA",None,"Comfortable to write code in at least one of the programming languages, C++, Java, Golang. During the internship, you'll be a full-time member of a small…"
"Software Engineer, Media",Airtime,"Palo Alto, CA",None,"As part of the media team at Airtime, you'll help to build and manage the globally distributed media infrastructure that is the backbone of the Airtime service."
Software Engineer Intern,Scientific Games,"Chattanooga, TN",None,"Engineer new code, and work with/enhance an existing code base. Assist in the design, implementation and maintenance of exciting next generation gaming software…"
"Integration Engineer, Health Software",Apple,"Santa Clara Valley, CA 95014",None,"Strong software engineering and development life cycle knowledge. In this role, you’ll be a key contributor during all stages of software development."
Embedded Software Engineer,Qualcomm,"San Diego, CA",None,"1+ years experience with Programming Language such as C, C++, Java, Python, etc. Embedded software development in C, C++ and/or assembly."
Senior Software Engineer (C#),Integrated Informatics Inc.,None,None,Should be strong in the Microsoft toolchain with emphasis on C#. Proficient with t-SQL for writing triggers / stored procedures / views.
